,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Console_Product,Filtered_Publisher,Global_Sales (zeros)
14508,Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0.0,0.0,0.0,0.03,Xbox,Activision,False
14509,Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14510,CID The Dummy,PSP,2009,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,Playstation,Other,False
14511,MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,Nintendo,Other,False
14512,Loading Human,PS4,2016,Adventure,FuRyu,0.01,0.01,0.0,0.0,0.03,Playstation,Other,False
14513,The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,PC,Ubisoft,False
14514,The Last Guy,PS3,2009,Action,Sony Interactive Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Sony Interactive Entertainment,False
14515,Disney Sports Soccer,GBA,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,Nintendo,Konami Digital Entertainment,False
14516,Kangokutou Mary Skelter,PSV,2016,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14517,101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0.0,0.0,0.0,0.03,Nintendo,Other,False
14518,Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14519,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14520,Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,Xbox,Capcom,False
14521,SingStar Chartbreaker,PS3,2009,Misc,Sony Interactive Entertainment,0.0,0.02,0.0,0.01,0.03,Playstation,Sony Interactive Entertainment,False
14522,Botanicula,PC,2012,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,PC,Other,False
14523,D1 Professional Drift Grand Prix Series,PS2,2005,Racing,Yuke's,0.01,0.01,0.0,0.0,0.03,Playstation,Other,False
14524,Max Payne,GBA,2003,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,Nintendo,Take-Two Interactive,False
14525,Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,0.02,0.01,0.0,0.0,0.03,Playstation,Other,False
14526,Little Bears,DS,2009,Simulation,RTL,0.03,0.0,0.0,0.0,0.03,Nintendo,Other,False
14527,Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14528,Rush Hour,PS,1997,Misc,Psygnosis,0.02,0.01,0.0,0.0,0.03,Playstation,Other,False
14529,Pro Cast Sports Fishing,XB,2003,Sports,Capcom,0.02,0.01,0.0,0.0,0.03,Xbox,Capcom,False
14530,Gintama: Banji Oku Chuubu!,Wii,2007,Action,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03,Nintendo,Bandai Namco Entertainment,False
14531,Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,Nintendo,Konami Digital Entertainment,False
14532,Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14533,Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Konami Digital Entertainment,False
14534,Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.0,0.03,Xbox,Other,False
14535,Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,0.02,0.0,0.0,0.0,0.03,Playstation,Ubisoft,False
14536,Cossacks: European Wars,PC,2001,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03,PC,Other,False
14537,Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,Playstation,Nippon Ichi Software,False
14538,MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0.0,0.0,0.03,Playstation,Other,False
14539,Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,Nintendo,Acclaim Entertainment,False
14540,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0.0,0.0,0.03,0.0,0.03,Playstation,Capcom,False
14541,Kisuato,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14542,NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,Xbox,Take-Two Interactive,False
14543,Auto Modellista,GC,2003,Racing,Capcom,0.02,0.01,0.0,0.0,0.03,Nintendo,Capcom,False
14544,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory International,0.0,0.0,0.03,0.0,0.03,Playstation,Idea Factory International,False
14545,1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo,0.0,0.02,0.0,0.0,0.03,Nintendo,Nintendo,False
14546,Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,0.02,0.01,0.0,0.0,0.03,Nintendo,Activision,False
14547,Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,Nintendo,Acclaim Entertainment,False
14548,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14549,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core,0.0,0.0,0.03,0.0,0.03,Nintendo,Other,False
14550,XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.01,0.0,0.01,0.0,0.03,Playstation,Other,False
14551,Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,Nintendo,Other,False
14552,Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,Xbox,Konami Digital Entertainment,False
14553,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03,Nintendo,Bandai Namco Entertainment,False
14554,Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03,Nintendo,Bandai Namco Entertainment,False
14555,Dream Girl Premier,3DS,2015,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03,Nintendo,Other,False
14556,Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Playstation,Tecmo Koei,False
14557,La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,Playstation,Nippon Ichi Software,False
14558,Darius II,SAT,1995,Shooter,Taito,0.0,0.0,0.03,0.0,0.03,Sega,Other,False
14559,Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Interactive Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Sony Interactive Entertainment,False
14560,ParaParaParadise,PS2,2001,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Konami Digital Entertainment,False
14561,Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03,PC,Deep Silver,False
14562,Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Bandai Namco Entertainment,False
14563,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Bandai Namco Entertainment,False
14564,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14565,Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,Playstation,Tecmo Koei,False
14566,Putty Squad,PSV,2013,Platform,System 3,0.01,0.01,0.0,0.01,0.03,Playstation,Other,False
14567,Gotcha Force,GC,2003,Shooter,Capcom,0.01,0.0,0.01,0.0,0.03,Nintendo,Capcom,False
14568,Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,0.01,0.01,0.0,0.0,0.03,Nintendo,Ubisoft,False
14569,Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,PC,Electronic Arts,False
14570,Rugby League Live,PS3,2010,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.01,0.03,Playstation,Other,False
14571,Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver,0.0,0.02,0.0,0.0,0.03,Nintendo,Deep Silver,False
14572,The Perfect Golf,PS,1995,Sports,Seta Corporation,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14573,Wrestle Kingdom,PS2,2006,Fighting,Yuke's,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14574,Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,Nintendo,Other,False
14575,Dead Rising 2,PS4,2016,Action,Capcom,0.01,0.0,0.01,0.0,0.03,Playstation,Capcom,False
14576,Mojo!,XB,2003,Puzzle,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.03,Xbox,Other,False
14577,Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03,PC,Other,False
14578,Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14579,Young Justice: Legacy,Wii,2013,Action,Bandai Namco Entertainment,0.0,0.03,0.0,0.0,0.03,Nintendo,Bandai Namco Entertainment,False
14580,Steins;Gate 0,PS3,2015,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14581,The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03,Nintendo,Activision,False
14582,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Konami Digital Entertainment,False
14583,Totally Spies! Totally Party,PC,2008,Misc,Ubisoft,0.0,0.02,0.0,0.0,0.03,PC,Ubisoft,False
14584,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0.0,0.0,0.03,0.0,0.03,Nintendo,Other,False
14585,Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,0.02,0.01,0.0,0.0,0.03,Nintendo,Vivendi Games,False
14586,Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory International,0.0,0.0,0.03,0.0,0.03,Playstation,Idea Factory International,False
14587,Clannad,X360,2008,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,Xbox,Other,False
14588,Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14589,Jet Grind Radio,GBA,2003,Action,Sega,0.02,0.01,0.0,0.0,0.03,Nintendo,Sega,False
14590,Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.03,Playstation,Other,False
14591,Prince of Persia (2008),PC,2008,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,PC,Ubisoft,False
14592,My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,Nintendo,Konami Digital Entertainment,False
14593,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel,0.0,0.0,0.03,0.0,0.03,Nintendo,Other,False
14594,Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,PC,Take-Two Interactive,False
14595,Magicka,PC,2011,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,PC,Other,False
14596,Schlag den Raab,PC,2010,Misc,Bandai Namco Entertainment,0.0,0.02,0.0,0.0,0.03,PC,Bandai Namco Entertainment,False
14597,Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",0.02,0.01,0.0,0.0,0.03,Nintendo,Other,False
14598,The Adventures of Lomax,PS,1996,Platform,Psygnosis,0.01,0.01,0.0,0.0,0.03,Playstation,Other,False
14599,Under the Skin,PS2,2004,Action,Capcom,0.01,0.01,0.0,0.0,0.03,Playstation,Capcom,False
14600,Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,Mastertronic,0.0,0.02,0.0,0.0,0.03,Nintendo,Other,False
14601,Kabu Trader Shun,DS,2007,Action,Capcom,0.0,0.0,0.03,0.0,0.03,Nintendo,Capcom,False
14602,Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Interactive Entertainment,0.0,0.0,0.02,0.0,0.03,Playstation,Sony Interactive Entertainment,False
14603,Poy Poy,PS,1997,Action,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,Playstation,Konami Digital Entertainment,False
14604,NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,Xbox,Electronic Arts,False
14605,MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,0.02,0.0,0.0,0.0,0.03,Xbox,Other,False
14606,AMNESIA World,PSV,2014,Adventure,Idea Factory International,0.0,0.0,0.03,0.0,0.03,Playstation,Idea Factory International,False
14607,DrumMania 7th Mix,PS2,2001,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Konami Digital Entertainment,False
14608,Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14609,The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0.0,0.0,0.03,Xbox,Other,False
14610,Resident Evil 5 HD,PS4,2016,Action,Capcom,0.02,0.0,0.0,0.01,0.03,Playstation,Capcom,False
14611,Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.01,0.01,0.0,0.01,0.03,Playstation,Other,False
14612,Teddy Together,3DS,2016,Simulation,Nintendo,0.0,0.02,0.0,0.0,0.03,Nintendo,Nintendo,False
14613,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14614,Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0.0,0.02,0.0,0.0,0.03,PC,Other,False
14615,NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games,0.0,0.02,0.0,0.0,0.03,Xbox,Other,False
14616,Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,Nintendo,Other,False
14617,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14618,Battlezone,PSP,2006,Shooter,Atari,0.02,0.0,0.0,0.0,0.03,Playstation,Atari,False
14619,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03,Nintendo,Other,False
14620,Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03,Playstation,Electronic Arts,False
14621,Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14622,Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,0.01,0.01,0.0,0.0,0.03,Playstation,Other,False
14623,Galileo,DS,2008,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,Nintendo,D3Publisher,False
14624,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Bandai Namco Entertainment,False
14625,Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer,0.01,0.01,0.0,0.0,0.03,Playstation,Other,False
14626,Super Monkey Ball Adventure,PS2,2006,Platform,Sega,0.01,0.01,0.0,0.0,0.03,Playstation,Sega,False
14627,Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03,Nintendo,Bandai Namco Entertainment,False
14628,Madden NFL 07,GBA,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,Nintendo,Electronic Arts,False
14629,One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03,Nintendo,Bandai Namco Entertainment,False
14630,Renegade Racers,PS,1999,Racing,Interplay,0.01,0.01,0.0,0.0,0.03,Playstation,Other,False
14631,The Legend of Korra (3DS),3DS,2014,Strategy,Activision,0.02,0.0,0.0,0.0,0.03,Nintendo,Activision,False
14632,MySims,PC,2008,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03,PC,Electronic Arts,False
14633,The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03,PC,Electronic Arts,False
14634,AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,Nintendo,Other,False
14635,Franklin the Turtle,GBA,2005,Misc,Game Factory,0.02,0.01,0.0,0.0,0.03,Nintendo,Other,False
14636,Senran Kagura: Bon Appétit!,PSV,2014,Misc,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14637,Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0.0,0.02,0.0,0.0,0.03,PC,Other,False
14638,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0.0,0.02,0.0,0.0,0.03,Playstation,Activision,False
14639,My Ballet Studio,Wii,2009,Simulation,505 Games,0.02,0.0,0.0,0.0,0.03,Nintendo,505 Games,False
14640,Backyard NFL Football,Wii,2007,Sports,Atari,0.02,0.0,0.0,0.0,0.03,Nintendo,Atari,False
14641,Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0.0,0.0,0.0,0.03,Playstation,Other,False
14642,Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,Nintendo,Zoo Digital Publishing,False
14643,Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,PC,Take-Two Interactive,False
14644,River King: Wonderful Journey,PS2,2005,Sports,505 Games,0.01,0.01,0.0,0.0,0.03,Playstation,505 Games,False
14645,Sengoku Otome: Legend Battle,PSV,2016,Action,Unknown,0.0,0.0,0.03,0.0,0.03,Playstation,Unknown,False
14646,RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,0.0,0.02,0.0,0.0,0.03,PC,Atari,False
14647,Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,Nintendo,Eidos Interactive,False
14648,Pop Cutie! Street Fashion Simulation (JP sales),DS,2008,Simulation,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Nintendo,Tecmo Koei,False
14649,Harvest Moon: Skytree Village,3DS,2016,Simulation,Natsume,0.02,0.0,0.0,0.0,0.03,Nintendo,Other,False
14650,Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,PC,Microsoft Game Studios,False
14651,Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,Nintendo,D3Publisher,False
14652,World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,0.02,0.01,0.0,0.0,0.03,Xbox,Other,False
14653,Metal Saga,PS2,2005,Role-Playing,Success,0.01,0.01,0.0,0.0,0.03,Playstation,Other,False
14654,Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03,PC,Other,False
14655,CID The Dummy,Wii,2009,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,Nintendo,Other,False
14656,Battlefield 2142,PC,2006,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,PC,Electronic Arts,False
14657,Imagine: Sweet 16,DS,2010,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.03,Nintendo,Ubisoft,False
14658,Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,Playstation,D3Publisher,False
14659,Pop'n Music 13 Carnival,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Konami Digital Entertainment,False
14660,Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03,PC,Other,False
14661,Bookworm,GBA,2004,Puzzle,Unknown,0.02,0.01,0.0,0.0,0.03,Nintendo,Unknown,False
14662,Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.03,Nintendo,Other,False
14663,Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,Playstation,Nippon Ichi Software,False
14664,My DoItAll,DS,2009,Misc,Tomy Corporation,0.02,0.0,0.0,0.0,0.03,Nintendo,Other,False
14665,Shakugan no Shana,PS2,2006,Adventure,Media Works,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14666,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike,0.0,0.0,0.03,0.0,0.03,Nintendo,Other,False
14667,Lost Planet 2,PC,2010,Shooter,Capcom,0.0,0.02,0.0,0.0,0.03,PC,Capcom,False
14668,Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.03,Nintendo,Other,False
14669,X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.03,PC,Deep Silver,False
14670,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory International,0.0,0.0,0.03,0.0,0.03,Playstation,Idea Factory International,False
14671,HotBrain,PSP,2007,Puzzle,Midway Games,0.02,0.0,0.0,0.0,0.03,Playstation,Midway Games,False
14672,Hankou Shashin,SAT,1996,Adventure,Imagineer,0.0,0.0,0.03,0.0,0.03,Sega,Other,False
14673,Little Busters! Converted Edition,PSV,2012,Action,Prototype,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14674,Open Season,PS2,2006,Platform,Ubisoft,0.01,0.01,0.0,0.0,0.03,Playstation,Ubisoft,False
14675,Pro Yakyuu Family Stadium,Wii,2008,Sports,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03,Nintendo,Bandai Namco Entertainment,False
14676,Marker Man Adventures,DS,2009,Platform,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,Nintendo,Other,False
14677,Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,Xbox,Capcom,False
14678,Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0.0,0.0,0.03,Playstation,Other,False
14679,Moyashimon DS,DS,2009,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,Nintendo,Other,False
14680,Ocean Commander,Wii,2009,Simulation,Valcon Games,0.02,0.0,0.0,0.0,0.03,Nintendo,Other,False
14681,Let's Play Ballerina,Wii,2010,Sports,Deep Silver,0.02,0.0,0.0,0.0,0.03,Nintendo,Deep Silver,False
14682,Atari Flashback Classics: Volume 1,PS4,2016,Misc,Atari,0.02,0.0,0.0,0.0,0.03,Playstation,Atari,False
14683,A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14684,Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14685,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03,Playstation,Bandai Namco Entertainment,False
14686,Pitball,PS,1996,Sports,Time Warner Interactive,0.01,0.01,0.0,0.0,0.03,Playstation,Other,False
14687,D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14688,Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,0.01,0.01,0.0,0.0,0.03,Playstation,Other,False
14689,Ducati Moto,DS,2008,Racing,Vir2L Studios,0.02,0.0,0.0,0.0,0.03,Nintendo,Other,False
14690,Drome Racers,GBA,2003,Racing,THQ Nordic,0.02,0.01,0.0,0.0,0.03,Nintendo,THQ Nordic,False
14691,SWAT 4,PC,2005,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03,PC,Vivendi Games,False
14692,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory International,0.0,0.0,0.03,0.0,0.03,Playstation,Idea Factory International,False
14693,Heroes of Hellas 2: Olympia,DS,2012,Puzzle,Unknown,0.0,0.02,0.0,0.0,0.03,Nintendo,Unknown,False
14694,X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision,0.02,0.0,0.0,0.0,0.03,PC,Activision,False
14695,Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,PC,Electronic Arts,False
14696,Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0.0,0.0,0.03,0.0,0.03,Nintendo,Other,False
14697,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0.0,0.0,0.03,0.0,0.03,Playstation,Other,False
14698,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0.0,0.0,0.03,0.0,0.03,Playstation,Sega,False
14699,Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,0.01,0.01,0.0,0.0,0.03,Playstation,Other,False
14700,Magicka Collection,PC,2011,Adventure,Unknown,0.0,0.02,0.0,0.0,0.03,PC,Unknown,False
14701,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,Marvelous Entertainment,0.0,0.0,0.02,0.0,0.03,Nintendo,Other,False
14702,R-Type Delta,PS,1998,Shooter,Irem Software Engineering,0.01,0.01,0.0,0.0,0.03,Playstation,Other,False
14703,Petz: Catz Playground,DS,2010,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.03,Nintendo,Ubisoft,False
14704,Senjou no Waltz,PSV,2014,Adventure,Idea Factory International,0.0,0.0,0.03,0.0,0.03,Playstation,Idea Factory International,False
14705,Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory International,0.0,0.0,0.03,0.0,0.03,Playstation,Idea Factory International,False
